epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,3177.19,2.22401,1.58294,0.00287,0.3808,0.29364,0.28276,0.15556,2.11471,1.55221,0.00373,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,3290.54,2.23508,1.57809,0.00285,0.38047,0.29617,0.28069,0.155,2.10424,1.54848,0.0037,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,3402.49,2.22292,1.56333,0.00286,0.39566,0.2867,0.28365,0.15559,2.11649,1.53665,0.00377,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,3536.31,2.22008,1.55857,0.00283,0.38728,0.29922,0.28429,0.15856,2.12542,1.5507,0.00375,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,3662.75,2.2145,1.54612,0.00283,0.39393,0.30023,0.2939,0.16395,2.08596,1.51169,0.00367,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,3780.08,2.19637,1.53834,0.00283,0.39089,0.29978,0.28874,0.15764,2.13004,1.55124,0.00374,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,3896.72,2.19339,1.52885,0.0028,0.39778,0.30522,0.29693,0.16439,2.10347,1.50739,0.0037,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,4010.48,2.19081,1.52402,0.0028,0.39231,0.30908,0.3016,0.1664,2.09084,1.51881,0.00368,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,4121.95,2.18738,1.51872,0.00278,0.39858,0.30174,0.29994,0.16709,2.0772,1.50426,0.00365,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,4236.64,2.17398,1.5111,0.00279,0.39839,0.306,0.2955,0.16368,2.10074,1.52372,0.00367,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,4354.56,2.17559,1.50187,0.00276,0.40572,0.30457,0.30158,0.16696,2.06747,1.49528,0.00365,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,4465.44,2.16836,1.49372,0.00276,0.40033,0.30981,0.29845,0.16685,2.05502,1.4937,0.0036,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,4578.06,2.17602,1.50092,0.00277,0.4165,0.30428,0.3066,0.1726,2.06383,1.4815,0.00361,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,4692,2.16966,1.49118,0.00272,0.4097,0.31063,0.30518,0.16795,2.08306,1.50389,0.00366,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,4802.55,2.1624,1.48254,0.00271,0.41389,0.30911,0.30396,0.16893,2.07597,1.48956,0.00363,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,4923.01,2.15963,1.47923,0.00271,0.40795,0.31387,0.30867,0.17171,2.07848,1.49136,0.00362,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,5034.92,2.16585,1.47242,0.00271,0.40232,0.32157,0.31019,0.17195,2.048,1.48309,0.00358,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,5145.63,2.15803,1.47647,0.00272,0.42595,0.31378,0.31425,0.17496,2.04984,1.47117,0.00358,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,5268.34,2.1605,1.46794,0.0027,0.42035,0.32521,0.31946,0.17822,2.04361,1.45927,0.00359,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,5379.67,2.15199,1.46991,0.00271,0.41637,0.31954,0.31512,0.17484,2.0464,1.46935,0.00357,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5490.47,2.15005,1.46616,0.00268,0.41447,0.32091,0.31701,0.17649,2.05185,1.46146,0.00358,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,5601.82,2.14429,1.45409,0.00267,0.4154,0.32388,0.31849,0.17819,2.05351,1.47236,0.00356,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,5714.04,2.13297,1.44463,0.00268,0.42044,0.31595,0.31655,0.17872,2.03907,1.4633,0.00356,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,5835.53,2.13635,1.44695,0.00267,0.43029,0.32049,0.32002,0.18031,2.03973,1.4646,0.00354,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,6049.42,2.13626,1.44989,0.00266,0.42783,0.31754,0.31705,0.17766,2.05101,1.46899,0.00356,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,6161,2.13173,1.43746,0.00263,0.42743,0.32811,0.3243,0.182,2.02409,1.44897,0.00352,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,6280.09,2.12864,1.43641,0.00265,0.4099,0.3271,0.31944,0.17934,2.0333,1.46057,0.00352,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,6391.05,2.11655,1.4254,0.00264,0.41925,0.33055,0.32828,0.18498,2.01623,1.44343,0.00349,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,6502.6,2.11947,1.42947,0.00264,0.4242,0.33063,0.3277,0.18535,2.01976,1.43815,0.0035,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,6614.36,2.12767,1.43082,0.00262,0.4294,0.32511,0.32182,0.18171,2.02065,1.44508,0.0035,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,6727.05,2.1172,1.41696,0.00262,0.43207,0.31986,0.32174,0.18242,2.02396,1.44504,0.0035,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,6838.58,2.11806,1.41533,0.00262,0.42632,0.32338,0.32563,0.18379,2.02727,1.44307,0.00348,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6956.49,2.11354,1.41226,0.00262,0.44402,0.32736,0.32779,0.18481,2.01634,1.43513,0.00348,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,7068.92,2.10416,1.41155,0.0026,0.42414,0.33333,0.32827,0.18711,2.01342,1.43694,0.00348,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,7181.14,2.11015,1.4104,0.0026,0.43483,0.32365,0.32792,0.18484,2.01191,1.43381,0.00346,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,7292.88,2.10527,1.40209,0.00259,0.43859,0.33033,0.33488,0.189,2.00086,1.42588,0.00346,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,7404.29,2.09729,1.406,0.0026,0.43574,0.3332,0.33242,0.18883,2.00671,1.42161,0.00346,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,7515.73,2.09497,1.39996,0.00257,0.44238,0.32966,0.33176,0.18552,2.01872,1.42815,0.00347,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,7627.35,2.08972,1.39203,0.00258,0.44521,0.33374,0.33854,0.19159,2.00302,1.41645,0.00344,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,8244.88,2.09091,1.39677,0.00258,0.42728,0.33425,0.32847,0.18535,2.01182,1.43179,0.00347,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,8370.09,2.09311,1.39459,0.00257,0.43823,0.33569,0.33743,0.18999,1.99836,1.42532,0.00344,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,8488.48,2.074,1.38228,0.00257,0.44873,0.33237,0.33413,0.18833,2.00126,1.4239,0.00344,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,8597.66,2.08538,1.38252,0.00255,0.44037,0.33428,0.33269,0.18791,2.00387,1.42434,0.00345,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,8714.54,2.08039,1.38345,0.00255,0.4249,0.33598,0.33233,0.18816,1.9995,1.42644,0.00346,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,8838.65,2.06607,1.37102,0.00255,0.44365,0.33302,0.3347,0.1887,2.00298,1.41356,0.00347,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,8957.74,2.07766,1.37672,0.00254,0.43733,0.3359,0.3346,0.18887,2.00234,1.41947,0.00345,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,9226.56,2.06771,1.37435,0.00253,0.43899,0.33087,0.33277,0.18866,1.99873,1.41914,0.00344,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,9347.32,2.06345,1.36926,0.00253,0.43804,0.33204,0.33248,0.18985,1.98596,1.41838,0.00342,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,9476.41,2.06986,1.36675,0.00252,0.4448,0.33117,0.33392,0.18867,2.00275,1.41533,0.00344,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
