epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,5348.19,1.47898,0.9986,0.89102,0.43107,0.34274,0.33825,0.19399,1.42206,0.99423,0.89143,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,5418.51,1.46756,0.99367,0.89204,0.42914,0.34236,0.33739,0.19334,1.42144,0.99613,0.89184,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,5490.87,1.45804,0.98745,0.89222,0.43466,0.35043,0.34218,0.19628,1.41969,0.99369,0.89052,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,5572.15,1.46394,0.99142,0.89193,0.44465,0.34859,0.34297,0.19638,1.41786,0.9928,0.89047,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,5653.58,1.47295,0.98774,0.89059,0.43076,0.34948,0.34263,0.19629,1.4187,0.99005,0.89041,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,5732.85,1.45343,0.98058,0.88937,0.44203,0.3422,0.34031,0.19459,1.41957,0.99089,0.88946,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,5808.32,1.4654,0.98742,0.89158,0.43618,0.34381,0.34151,0.19613,1.41667,0.99047,0.88974,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,5884.71,1.4534,0.97867,0.88968,0.434,0.3477,0.34389,0.19652,1.41606,0.98724,0.89013,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,5956.93,1.45942,0.97994,0.89051,0.43695,0.3506,0.34437,0.1979,1.4171,0.98853,0.88978,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,6028.7,1.44122,0.96973,0.89068,0.43281,0.3462,0.34359,0.19768,1.41336,0.98975,0.88946,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,6099.42,1.45521,0.97819,0.88986,0.44047,0.34164,0.34331,0.19725,1.41553,0.9901,0.88921,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,6170.09,1.45767,0.97032,0.88701,0.44143,0.34362,0.34164,0.1962,1.41804,0.99131,0.88984,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,6241.34,1.44247,0.96665,0.8875,0.44068,0.33756,0.34167,0.19637,1.41469,0.98851,0.88904,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
