epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
24,3886.74,2.18681,1.52876,0.00279,0.3907,0.31618,0.2981,0.16545,2.06366,1.49089,0.00361,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,4045,2.17362,1.51759,0.0028,0.4036,0.31332,0.30432,0.16994,2.04963,1.48281,0.00359,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,4203.9,2.16395,1.50785,0.00278,0.40602,0.3133,0.30503,0.17068,2.04163,1.48834,0.00356,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,4361.42,2.17583,1.51697,0.00276,0.39954,0.31904,0.31011,0.17267,2.04039,1.47242,0.00358,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,4519.71,2.16108,1.50164,0.00274,0.41206,0.31006,0.30581,0.17035,2.04736,1.48289,0.00355,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,4677.21,2.17167,1.5072,0.00274,0.40583,0.31846,0.3128,0.17453,2.03832,1.46733,0.00358,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,4835.3,2.16213,1.4948,0.00273,0.41589,0.31661,0.31254,0.1735,2.03624,1.4619,0.00356,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4993.4,2.15771,1.49831,0.00275,0.42471,0.31559,0.31583,0.1763,2.0247,1.45991,0.00354,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,5151.86,2.16347,1.48585,0.00274,0.41415,0.32011,0.31396,0.17308,2.04689,1.4724,0.00359,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,5310.3,2.14832,1.48421,0.00273,0.41233,0.31596,0.31413,0.17704,2.03598,1.45773,0.00353,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5470.27,2.15704,1.47975,0.00272,0.41537,0.31756,0.31445,0.17662,2.02085,1.45601,0.00353,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,5630.58,2.1434,1.46802,0.00271,0.42199,0.322,0.32038,0.17863,2.02606,1.45465,0.00352,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,5790.37,2.13628,1.47234,0.0027,0.42186,0.3295,0.32232,0.17958,2.02564,1.45627,0.00353,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,5950.82,2.13924,1.47006,0.00269,0.41996,0.32159,0.31473,0.17548,2.01542,1.44923,0.00349,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,6111.07,2.13632,1.46365,0.00269,0.42695,0.32435,0.32217,0.18136,2.00454,1.44745,0.00348,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,6271.49,2.1397,1.46264,0.00268,0.42881,0.32561,0.32276,0.18365,2.00051,1.44416,0.00347,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,6430.94,2.12968,1.45355,0.00268,0.43403,0.32221,0.32307,0.18302,2.00196,1.43428,0.00348,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,6589.29,2.12091,1.4418,0.00267,0.41635,0.32628,0.3242,0.18259,2.0062,1.44653,0.00347,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,6748.13,2.12872,1.44929,0.00267,0.42572,0.33264,0.32977,0.18532,2.00388,1.43204,0.00347,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,6907.34,2.13106,1.44487,0.00265,0.42921,0.32846,0.32748,0.18507,1.99729,1.43155,0.00346,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,7065.9,2.12614,1.4401,0.00265,0.42439,0.32844,0.32613,0.1853,1.99082,1.4295,0.00344,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,7225.75,2.11804,1.43857,0.00263,0.44081,0.32783,0.33066,0.18595,1.99657,1.42996,0.00344,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,7384.83,2.11681,1.43731,0.00264,0.43343,0.32254,0.32803,0.18611,1.99679,1.42284,0.00344,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,7545.49,2.11208,1.42736,0.00262,0.44689,0.32197,0.32892,0.18736,1.99077,1.42365,0.00344,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,7705.52,2.10895,1.43133,0.00264,0.43421,0.3344,0.33184,0.18649,1.98886,1.42135,0.00342,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,7866.19,2.10982,1.42435,0.00261,0.4439,0.33133,0.33222,0.18957,1.99512,1.41858,0.00343,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,8026.1,2.10688,1.42751,0.00262,0.43802,0.33155,0.33424,0.19002,1.99003,1.41753,0.00343,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,8185.66,2.101,1.42078,0.00261,0.441,0.33724,0.33575,0.18937,1.98482,1.41084,0.00341,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,8344.51,2.09987,1.41616,0.0026,0.43629,0.34068,0.33681,0.19111,1.98662,1.41133,0.00342,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,8502.4,2.09203,1.41475,0.00261,0.4284,0.33758,0.33539,0.19027,1.98629,1.41662,0.00342,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,8662.66,2.10317,1.41695,0.00259,0.43789,0.33019,0.33325,0.19028,1.97656,1.4146,0.00341,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,8822.41,2.0813,1.40843,0.0026,0.43244,0.33474,0.33648,0.1911,1.97536,1.41095,0.0034,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,8981.44,2.08334,1.4027,0.00259,0.44548,0.333,0.33742,0.19185,1.97313,1.40733,0.0034,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,9140.47,2.08413,1.39529,0.00258,0.43797,0.33444,0.33622,0.19018,1.97877,1.40582,0.00341,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,9300.15,2.07329,1.39041,0.00257,0.45195,0.33227,0.33606,0.19068,1.97849,1.40751,0.00341,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,9459.1,2.07944,1.39055,0.00257,0.4448,0.33079,0.33491,0.19035,1.97868,1.40839,0.00341,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,9619.54,2.06369,1.38583,0.00258,0.4457,0.33202,0.33744,0.19131,1.97628,1.40561,0.0034,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,9780.38,2.0742,1.394,0.00256,0.44038,0.33027,0.33583,0.19094,1.97939,1.40761,0.0034,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,9941.27,2.06851,1.38591,0.00255,0.43544,0.33577,0.33716,0.19098,1.9759,1.40168,0.0034,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,10100.4,2.06277,1.38116,0.00255,0.43662,0.33704,0.33726,0.19192,1.97448,1.40101,0.00339,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,10259.6,2.06833,1.38319,0.00253,0.44688,0.33111,0.33763,0.19155,1.97476,1.40327,0.00339,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,10419.5,2.05993,1.37484,0.00252,0.44559,0.33829,0.33969,0.19291,1.96585,1.40188,0.00338,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,10578.5,2.05316,1.37181,0.00254,0.44046,0.34088,0.33954,0.19271,1.96738,1.39923,0.00338,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,10739.1,2.05817,1.37055,0.00253,0.43771,0.33746,0.3377,0.1909,1.9706,1.40179,0.00338,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,10898.9,2.05604,1.37457,0.00253,0.4408,0.33709,0.33904,0.19331,1.96506,1.40152,0.00337,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,11058.4,2.05294,1.36756,0.00252,0.44741,0.33232,0.33805,0.19281,1.96223,1.40041,0.00335,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,11216.8,2.04685,1.36164,0.00253,0.44254,0.33656,0.33761,0.19232,1.96688,1.39939,0.00337,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,11375.2,2.05183,1.35827,0.0025,0.44577,0.33995,0.341,0.19372,1.96535,1.39592,0.00337,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,11533.8,2.03773,1.35212,0.00251,0.44749,0.33976,0.34279,0.19568,1.95917,1.39405,0.00336,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,11692.4,2.04412,1.35414,0.00252,0.43902,0.3424,0.343,0.19656,1.96021,1.39381,0.00336,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,11850.8,2.04632,1.35874,0.0025,0.44683,0.33419,0.34209,0.19528,1.96131,1.39491,0.00336,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,12008.4,2.03514,1.35064,0.00251,0.43959,0.33693,0.34098,0.19452,1.96225,1.39387,0.00336,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,12167.3,2.02799,1.34246,0.00249,0.43726,0.34039,0.34198,0.19488,1.95992,1.39796,0.00335,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,12326.4,2.04151,1.34958,0.00249,0.44629,0.33873,0.34119,0.19446,1.95885,1.39777,0.00335,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,12486.2,2.03624,1.34081,0.00247,0.44842,0.33792,0.34246,0.19513,1.95945,1.39403,0.00336,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,12646.4,2.0262,1.33499,0.00247,0.4467,0.33617,0.34152,0.19495,1.95856,1.39272,0.00335,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,12806.6,2.02624,1.33432,0.00247,0.45259,0.33601,0.34236,0.19466,1.96083,1.39251,0.00336,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,12965.4,2.0241,1.33855,0.00247,0.44579,0.3404,0.343,0.1955,1.96154,1.39377,0.00336,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,13124.9,2.02362,1.33792,0.00246,0.43987,0.34265,0.34298,0.19545,1.96206,1.39586,0.00336,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,13285.5,2.01841,1.33388,0.00246,0.44554,0.34015,0.34365,0.19646,1.958,1.39602,0.00335,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
